train_acc,train_loss,val_acc,val_loss
0.03454736842105264,4.3618655,0.06920000000000001,4.0097866
0.07791578947368422,3.943731,0.1044,3.7679126
0.12012631578947369,3.7087336,0.13440000000000002,3.5775692
0.1535157894736842,3.4949515,0.1624,3.4141695
0.19246315789473684,3.2963226,0.21439999999999998,3.2364225
0.2204,3.1424909,0.23240000000000002,3.143278
0.24326315789473688,3.026798,0.2508,2.994496
0.2622736842105263,2.931041,0.2632,2.9242344
0.2774105263157895,2.8510146,0.28440000000000004,2.8926742
0.29185263157894736,2.7778592,0.29200000000000004,2.8353229
0.30572631578947373,2.70831,0.3016,2.7511697
0.31675789473684207,2.6595511,0.3132,2.7078385
0.3281052631578948,2.5987647,0.304,2.6956894
0.3385894736842105,2.5444717,0.34559999999999996,2.6212602
0.348778947368421,2.4959514,0.3344,2.5856903
0.35317894736842104,2.4710379,0.34279999999999994,2.5968738
0.3650736842105264,2.4287703,0.344,2.5230074
0.37250526315789473,2.3860645,0.3448,2.5562196
0.3750736842105264,2.3628073,0.35839999999999994,2.4887533
0.3846315789473684,2.3269768,0.36,2.567529
0.3900631578947368,2.2987223,0.3688,2.4093835
0.3928000000000001,2.2778866,0.36839999999999995,2.4443133
0.40185263157894735,2.2444866,0.3764,2.4142785
0.40818947368421055,2.2171612,0.39399999999999996,2.319799
0.4114105263157895,2.1990871,0.3892,2.3466303
0.41583157894736844,2.180375,0.3844000000000001,2.3887658
0.4193473684210527,2.1543086,0.3896,2.3361742
0.4253684210526316,2.13002,0.408,2.2357244
0.4309894736842106,2.1119761,0.4132,2.2376842
0.4345052631578947,2.0951111,0.41559999999999997,2.278892
0.43791578947368426,2.078359,0.42200000000000004,2.2069583
0.4398105263157895,2.059996,0.4168,2.2188718
0.44244210526315797,2.0512872,0.42480000000000007,2.2070746
0.4515368421052632,2.0232937,0.41359999999999997,2.2142043
0.4516,2.0201716,0.4224,2.2606
0.4563578947368422,1.9972773,0.43440000000000006,2.1762292
0.4616631578947369,1.981346,0.4172,2.199659
0.46307368421052625,1.9695879,0.4172,2.2323055
0.46627368421052634,1.9548683,0.4204,2.2016978
0.468,1.9429834,0.4188,2.233153
0.4739578947368421,1.9273643,0.43720000000000003,2.1283882
0.4725263157894737,1.9308798,0.44520000000000004,2.1252706
0.4769473684210527,1.9051275,0.436,2.1731627
0.4790315789473685,1.8984402,0.436,2.205916
0.48252631578947364,1.8881962,0.45,2.1229994
0.486,1.8694619,0.4488,2.12772
0.4863789473684211,1.8618069,0.4488,2.1051595
0.4882736842105263,1.8542013,0.442,2.126664
0.49364210526315794,1.84955,0.45120000000000005,2.1322649
0.4935578947368421,1.833861,0.45,2.0617635
0.4943578947368421,1.8315732,0.4468,2.111355
0.4983157894736842,1.8182755,0.4608,2.0853913
0.5020210526315789,1.8070778,0.4572,2.0282874
0.5009263157894737,1.803411,0.45959999999999995,2.0795069
0.5012210526315789,1.7943524,0.45160000000000006,2.0912685
0.5045684210526317,1.7823383,0.46080000000000004,2.0669873
0.5101894736842105,1.7690903,0.45919999999999994,2.052271
0.5126105263157895,1.7642374,0.45799999999999996,2.01521
0.5128631578947369,1.7576125,0.46080000000000004,2.0396705
0.5143368421052632,1.7544558,0.4644,2.0389054
0.5166315789473684,1.741866,0.46880000000000005,2.012782
0.5168,1.7361201,0.4704,2.0036554
0.5193052631578948,1.7250285,0.46840000000000004,2.0312474
0.5186105263157895,1.7257414,0.474,2.0066352
0.5217263157894737,1.7172542,0.4664000000000001,2.0128217
0.5218105263157895,1.7123007,0.4699999999999999,1.9869007
0.5236631578947368,1.7043355,0.47480000000000006,2.0034637
0.5242736842105263,1.7013726,0.4636,2.0207577
0.5267368421052632,1.6935064,0.47240000000000004,2.0028024
0.5289473684210526,1.6893082,0.47559999999999997,1.976369
0.5322947368421053,1.6795983,0.47200000000000003,1.976513
0.5308421052631579,1.6801164,0.4768,1.9856099
0.5339999999999999,1.667479,0.47279999999999994,1.993302
0.5322526315789473,1.6719228,0.47600000000000003,1.9904827
0.5362736842105263,1.665241,0.4792,2.001859
0.5337473684210527,1.6626465,0.47480000000000006,1.9852895
0.5389263157894737,1.653731,0.4768,1.9752333
0.538,1.6513721,0.48119999999999996,1.9780273
0.5401473684210527,1.6441997,0.482,1.9666175
0.5415368421052632,1.6362431,0.4832000000000001,1.967733
0.5422315789473683,1.6415435,0.47840000000000005,1.9626431
0.5423789473684211,1.6332198,0.4864,1.9632187
0.5416,1.6301649,0.48760000000000003,1.9590774
0.5424210526315789,1.6337578,0.48239999999999994,1.957912
0.5427789473684211,1.6315652,0.48440000000000005,1.9767871
0.5411789473684211,1.6271834,0.48479999999999995,1.9511702
0.5437052631578947,1.6242287,0.49,1.9581091
0.5486526315789474,1.6139728,0.48719999999999997,1.9671259
0.546442105263158,1.6141043,0.4836,1.9534346
0.546021052631579,1.6113169,0.4824,1.9566246
0.5469684210526315,1.611855,0.48479999999999995,1.9564633
0.5491578947368422,1.6101067,0.486,1.9586726
0.5468,1.6122811,0.4876,1.9557308
0.5504631578947369,1.6060348,0.4868,1.9532483
0.5492210526315789,1.6069156,0.48839999999999995,1.9535409
0.5502526315789473,1.6067791,0.486,1.9584672
0.5465684210526316,1.6059663,0.4888,1.9518759
0.5497684210526316,1.6018459,0.4852,1.9509592
0.5493473684210527,1.6032876,0.48560000000000003,1.9564645
0.5498315789473684,1.604144,0.48800000000000004,1.9562035
